λ, Å	E.	Sp.#	Rel.Int.	EVB	Lower Config	Lower Term+J	Lower Level	Upper Config	Upper Term+J	Upper Level
5829.54	N	I	765	694						
5854.04	N	I	315	286						
5927.81	N	II	690	589	2s2.2p.3p	3P0	170572.61	2s2.2p.3d	3D°1	187437.56
5931.78	N	II	2000	1841	2s2.2p.3p	3P1	170607.89	2s2.2p.3d	3D°2	187461.56
5940.24	N	II	225	191	2s2.2p.3p	3P1	170607.89	2s2.2p.3d	3D°1	187437.56
5941.65	N	II	3000	2553	2s2.2p.3p	3P2	170666.23	2s2.2p.3d	3D°3	187491.9
5952.39	N	II	435	367	2s2.2p.3p	3P2	170666.23	2s2.2p.3d	3D°2	187461.56
5999.43	N	I	345	275	2s2.2p2.(3P).3p	2S°1/2	93581.55	2s2.2p2.(3P).4d	2P1/2	110245.183
6008.47	N	I	2500	2133	2s2.2p2.(3P).3p	2S°1/2	93581.55	2s2.2p2.(3P).4d	2P3/2	110220.107
6167.76	N	II	1500	1073	2s2.2p.3d	3F°4	186652.49	2s2.2p.4p	3D3	202861.36
6379.62	N	II	1000	471	2s2.2p.3s	3P°1	148940.17	2s2.2p.3p	1P1	164610.76
6380.77	N	IV	2	1	1s2.2s.3s	1S0	388854.6	1s2.2s.3p	1P°1	404522.4
6411.65	N	I	2	1	2s2.2p2.(3P).3p	4D°3/2	94793.49	2s2.2p2.(3P).4d	4D1/2	110385.795
6420.64	N	I	390	153	2s2.2p2.(3P).3p	4D°5/2	94830.89	2s2.2p2.(3P).4d	4D5/2	110401.356
6423.02	N	I	150	56	2s2.2p2.(3P).3p	4D°5/2	94830.89	2s2.2p2.(3P).4d	4D3/2	110395.463
6428.32	N	I	4	1						
6437.68	N	I	4	1						
6440.94	N	I	540	199	2s2.2p2.(3P).3p	4D°7/2	94881.82	2s2.2p2.(3P).4d	4D7/2	110403.22
6454.11	N	III	2	1	2s.2p.(3P°).3p	4P3/2	317336.2	2s.2p.(3P°).3d	4D°5/2	332826.0
6457.9	N	I	450	160						
6468.44	N	I	225	75						
6481.71	N	I	65	21	2s2.2p2.(3P).3p	4D°1/2	94770.88	2s2.2p2.(3P).4d	4F3/2	110194.654
6482.05	N	II	1500	427	2s2.2p.3s	1P°1	149187.8	2s2.2p.3p	1P1	164610.76
6482.7	N	I	2000	705	2s2.2p2.(3P).3p	4D°7/2	94881.82	2s2.2p2.(3P).4d	4F9/2	110303.233
6483.75	N	I	120	42	2s2.2p2.(3P).3p	4D°3/2	94793.49	2s2.2p2.(3P).4d	4F5/2	110212.396
6484.8	N	I	2000	696	2s2.2p2.(3P).3p	4D°5/2	94830.89	2s2.2p2.(3P).4d	4F7/2	110247.288
6491.22	N	I	120	38	2s2.2p2.(3P).3p	4D°3/2	94793.49	2s2.2p2.(3P).4d	4F3/2	110194.654
6499.54	N	I	330	107	2s2.2p2.(3P).3p	4D°5/2	94830.89	2s2.2p2.(3P).4d	4F5/2	110212.396
6506.31	N	I	8	3	2s2.2p2.(3P).3p	4D°7/2	94881.82	2s2.2p2.(3P).4d	4F7/2	110247.288
6610.56	N	II	4500	1026	2s2.2p.3p	1D2	174212.03	2s2.2p.3d	1F°3	189335.16
6622.54	N	I	900	202	2s2.2p2.(3P).3p	4D°5/2	94830.89	2s2.2p2.(3P).5s	4P5/2	109926.661
6636.94	N	I	1000	214	2s2.2p2.(3P).3p	4D°3/2	94793.49	2s2.2p2.(3P).5s	4P3/2	109856.52
6644.96	N	I	10000	2126	2s2.2p2.(3P).3p	4D°7/2	94881.82	2s2.2p2.(3P).5s	4P5/2	109926.661
6646.5	N	I	300	62	2s2.2p2.(3P).3p	4D°1/2	94770.88	2s2.2p2.(3P).5s	4P1/2	109812.233
6653.46	N	I	1500	285	2s2.2p2.(3P).3p	4D°5/2	94830.89	2s2.2p2.(3P).5s	4P3/2	109856.52
6656.51	N	I	100	20	2s2.2p2.(3P).3p	4D°3/2	94793.49	2s2.2p2.(3P).5s	4P1/2	109812.233
6722.62	N	I	2	-	2s2.2p2.(3P).3p	4P°5/2	95532.15	2s2.2p2.(3P).4d	4D7/2	110403.22
7398.64	N	I	1	-						
7406.24	N	I	1	-	2s2.2p2.(3P).3p	2D°5/2	96864.05	2s2.2p2.(3P).4d	2F7/2	110362.462
7423.64	N	I	3	-	2s2.2p2.(3P).3s	4P1/2	83284.07	2s2.2p2.(3P).3p	4S°3/2	96750.84
7442.29	N	I	4	-	2s2.2p2.(3P).3s	4P3/2	83317.83	2s2.2p2.(3P).3p	4S°3/2	96750.84
7468.31	N	I	4	-	2s2.2p2.(3P).3s	4P5/2	83364.62	2s2.2p2.(3P).3p	4S°3/2	96750.84
